site_no,station_nm,latitude,longitude,state_cd,county_cd,huc_cd,huc_code,huc_region,drainage_area,site_type,active,basin,is_huc17,has_discharge
10375000,"M.C. DITCH AT ADEL,OREG",42.1832207,-119.984393,OR,037,17120007,17,1712,,ST-DCH,Yes,Pacific Northwest,True,True
10376500,"FISH CREEK NEAR PLUSH,OREG.",42.383217,-119.9010614,OR,037,17120007,17,1712,38.0,ST,Yes,Pacific Northwest,True,True
10377000,"HONEY CREEK AT CHARLESTRAND RANCH NR PLUSH,OREG.",42.4498814,-120.0677325,OR,037,17120007,17,1712,56.0,ST,Yes,Pacific Northwest,True,True
10378000,"TWELVEMILE CREEK NEAR PLUSH,OREG.",42.3832166,-120.01773,OR,037,17120007,17,1712,37.0,ST,Yes,Pacific Northwest,True,True
10378500,"HONEY CREEK NEAR PLUSH,OREG.",42.42488264,-119.9232849,OR,037,17120007,17,1712,170.0,ST,Yes,Pacific Northwest,True,True
10382500,"CHEWAUCAN RIVER AT DAMSITE NEAR PAISLEY,OREG.",42.46654319,-120.5844132,OR,037,17120006,17,1712,158.0,ST,Yes,Pacific Northwest,True,True
10382550,"CHEWAUCAN RIVER NR BUCK MTN, NEAR PAISLEY, OR.",42.4859875,-120.5738577,OR,037,17120006,17,1712,157.0,ST,Yes,Pacific Northwest,True,True
10382600,"CHEWAUCAN RIVER BLW COFFEEPOT CR NR PAISLEY, OR.",42.56848636,-120.5955265,OR,037,17120006,17,1712,216.0,ST,Yes,Pacific Northwest,True,True
10383500,"CONN DITCH NEAR PAISLEY,OREG.",42.6832077,-120.584417,OR,037,17120006,17,1712,,ST-DCH,Yes,Pacific Northwest,True,True
10384000,"CHEWAUCAN RIVER NEAR PAISLEY,OREG.",42.68459668,-120.5699722,OR,037,17120006,17,1712,275.0,ST,Yes,Pacific Northwest,True,True
10384100,"CHEWAUCAN RIVER AT PAISLEY,OREG.",42.6998744,-120.551083,OR,037,17120006,17,1712,278.0,ST,Yes,Pacific Northwest,True,True
10384500,"SMALLS CANAL AT PAISLEY,OREG.",42.6998744,-120.551083,OR,037,17120006,17,1712,,ST-CA,Yes,Pacific Northwest,True,True
10385000,"BAGLEY DITCH AT PAISLEY, OR",42.6998744,-120.551083,OR,037,17120006,17,1712,,ST-DCH,Yes,Pacific Northwest,True,True
10385500,"JONES-INNIS-ZX DITCH NEAR PAISLEY,OREG.",42.69987448,-120.5344158,OR,037,17120006,17,1712,,ST-DCH,Yes,Pacific Northwest,True,True
10386000,"CHEWAUCAN R AT NARROWS NR PAISLEY, OR",42.6027222,-120.4100278,OR,037,17120006,17,1712,380.0,ST,Yes,Pacific Northwest,True,True
10386500,"CHEWAUCAN R AT HOTCHKISS FD NR PAISLEY,OREG.",42.5498779,-120.3177404,OR,037,17120006,17,1712,430.0,ST,Yes,Pacific Northwest,True,True
10387100,CHEWAUCAN R NR VALLEY FALLS OREG,42.5157121,-120.2519046,OR,037,17120006,17,1712,,ST,Yes,Pacific Northwest,True,True
10387500,"SUMMER LAKE CANAL NR SUMMER LAKE,OREG.",42.99986919,-120.751093,OR,037,17120005,17,1712,,ST-CA,Yes,Pacific Northwest,True,True
10388000,"ANA RIVER NEAR SUMMER LAKE, OR",42.99486929,-120.7494263,OR,037,17120005,17,1712,,ST,Yes,Pacific Northwest,True,True
10388001,"ANA RIVER PLUS SUMMER LK CA NR SUMMER LK,OREG.",42.99486929,-120.7494263,OR,037,17120005,17,1712,,ST,Yes,Pacific Northwest,True,True
10389500,"SILVER LK IRRIG DIST CA NR SILVER LAKE, OR.",43.11097318,-121.0691648,OR,037,17120005,17,1712,,ST,Yes,Pacific Northwest,True,True
10390000,"SILVER CREEK NEAR SILVER LAKE, OR",43.11097318,-121.0691648,OR,037,17120005,17,1712,180.0,ST,Yes,Pacific Northwest,True,True
10390001,"SILVER CK + SILVER LAKE IRR CANAL, NR SLVR LK, OR",43.11097318,-121.0691648,OR,037,17120005,17,1712,180.0,ST-CA,Yes,Pacific Northwest,True,True
10393500,"SILVIES RIVER NEAR BURNS, OR",43.7151478,-119.177442,OR,025,17070101,17,1707,934.0,ST,Yes,Pacific Northwest,True,True
10395000,"EAST FORK SILVIES RIVER NEAR LAWEN, OR",43.4263611,-118.8021944,OR,025,17120002,17,1712,,ST,Yes,Pacific Northwest,True,True
10395500,"WEST FORK SILVIES RIVER NEAR LAWEN,OREG.",43.38320835,-118.8343733,OR,025,17120001,17,1712,,ST,Yes,Pacific Northwest,True,True
10395501,"E FK & W FK SILVIES R NR LAWEN, OREG.",42.3832235,-118.834356,OR,025,17120008,17,1712,,ST,Yes,Pacific Northwest,True,True
10395505,"FLOOD BYPASS SILVIES RIVER NR BURNS,OREG.",42.3832235,-118.834356,OR,025,17120008,17,1712,,ST,Yes,Pacific Northwest,True,True
10395600,"ROCK CREEK NEAR BURNS,OREG.",43.66098928,-118.6621514,OR,025,17120001,17,1712,,ST,Yes,Pacific Northwest,True,True
10396000,DONNER UND BLITZEN RIVER NR FRENCHGLEN OR,42.7908333,-118.8675,OR,025,17120003,17,1712,200.0,ST,Yes,Pacific Northwest,True,True
10397000,"BRIDGE CREEK NR FRENCHGLEN, OREG.",42.8437715,-118.8501992,OR,025,17120003,17,1712,30.0,ST,Yes,Pacific Northwest,True,True
10401500,"DONNER UND BLITZEN RIVER NEAR VOLTAGE, OR",43.25126396,-118.8579831,OR,025,17120003,17,1712,760.0,ST,Yes,Pacific Northwest,True,True
10402000,"MALHEUR LAKE OUTLET AT NARROWS,OREG.",43.2818186,-118.9649303,OR,025,17120001,17,1712,2150.0,ST,Yes,Pacific Northwest,True,True
10403000,"SILVER CREEK NEAR RILEY, OREG.",43.69153417,-119.6594056,OR,025,17120004,17,1712,228.0,ST,Yes,Pacific Northwest,True,True
10406500,"TROUT CREEK NEAR DENIO,NEV.",42.15545066,-118.4593374,OR,025,17120009,17,1712,88.0,ST,Yes,Pacific Northwest,True,True
11339000,"NORTH DREWS CANAL NEAR LAKEVIEW,OREG.",42.1207159,-120.5871849,OR,037,18020001,18,1802,,ST-CA,Yes,California,False,True
11339500,"DREWS CREEK NEAR LAKEVIEW,OREG.",42.1193271,-120.5802403,OR,037,18020001,18,1802,212.0,ST,Yes,California,False,True
11340500,"COTTONWOOD CREEK NEAR LAKEVIEW,OREG.",42.2346032,-120.5024625,OR,037,18020001,18,1802,32.9,ST,Yes,California,False,True
11483500,"MILLER CREEK AT GERBER RES NR LORELLA,OREG.",42.19987516,-121.134433,OR,035,18010204,18,1801,220.0,ST,Yes,California,False,True
11484000,"MILLER CREEK NEAR LORELLA, OREG.",42.1165434,-121.2177683,OR,035,18010204,18,1801,270.0,ST,Yes,California,False,True
11486000,LOST R DIVERSION CA NR OLENE OREG,42.14292546,-121.6733324,OR,035,18010204,18,1801,,ST,Yes,California,False,True
11486990,"LOST R DIVERSION AT TINGLEY LN NR KLAMATH FALLS,OR",42.1676459,-121.776391,OR,035,18010204,18,1801,,ST,Yes,California,False,True
11491400,"WILLIAMSON RIVER BELOW SHEEP CREEK NR LENZ,OREG.",42.91152848,-121.4766839,OR,035,18010201,18,1801,205.0,ST,Yes,California,False,True
11491450,"IRVING CREEK NEAR LENZ, OR",42.95166667,-121.4590556,OR,035,18010201,18,1801,0.9,ST,Yes,California,False,True
11491470,"JACKSON CREEK NEAR LENZ, OR",42.9783611,-121.459361,OR,035,18010201,18,1801,11.3,ST,Yes,California,False,True
11491950,"MILLER CREEK NEAR BEAVER MARSH, OR",43.1833333,-121.8735556,OR,035,18010201,18,1801,21.6,ST,Yes,California,False,True
11492400,"BIG SPRINGS CREEK BELOW LENZ RANCH NEAR LENZ, OR",42.92374506,-121.7402973,OR,035,18010201,18,1801,,ST,Yes,California,False,True
11492550,"SAND CREEK BLW SAND CREEK CANAL NR CHINCHALO, OR",42.8704083,-121.8484722,OR,035,18010201,18,1801,,ST,Yes,California,False,True
11493100,"SCOTT CREEK BLW SAND CREEK CANAL NR CHINCHALO, OR",42.88709167,-121.8727556,OR,035,18010201,18,1801,,ST,Yes,California,False,True
11493500,"WILLIAMSON RIVER NEAR KLAMATH AGENCY, OR",42.739925,-121.8345167,OR,035,18010201,18,1801,1290.0,ST,Yes,California,False,True
11495800,"N FORK SPRAGUE RIVER AT POWER PLANT, NEAR BLY, OR",42.50153908,-120.988042,OR,035,18010202,18,1801,77.7,ST,Yes,California,False,True
11497500,"SPRAGUE RIVER NEAR BEATTY, OR",42.44775,-121.2385278,OR,035,18010202,18,1801,526.0,ST,Yes,California,False,True
11499000,"SYCAN RIVER NEAR BEATTY, OREG.",42.54986865,-121.3177784,OR,035,18010202,18,1801,540.0,ST,Yes,California,False,True
11499100,"SYCAN RIVER BELOW SNAKE CREEK NR BEATTY,OREG.",42.4859811,-121.2788876,OR,035,18010202,18,1801,568.0,ST,Yes,California,False,True
11501000,"SPRAGUE RIVER NEAR CHILOQUIN, OR",42.58430556,-121.8483333,OR,035,18010202,18,1801,1565.0,ST,Yes,California,False,True
11502500,"WILLIAMSON RIVER BLW SPRAGUE RIVER NR CHILOQUIN,OR",42.564375,-121.8797139,OR,035,18010201,18,1801,3030.0,ST,Yes,California,False,True
11503001,COMBINED FLOW OF ANNIE SPRG & DIVERSION,42.87207349,-122.1678058,OR,035,18010203,18,1801,,ST,Yes,California,False,True
11504000,"WOOD RIVER AT FORT KLAMATH, OR",42.70115278,-121.9896778,OR,035,18010203,18,1801,90.0,ST,Yes,California,False,True
11504100,WOOD R NR FORT KLAMATH OREG,42.64568998,-121.9955755,OR,035,18010203,18,1801,87.7,ST,Yes,California,False,True
11504107,"CROOKED CREEK NEAR FORT KLAMATH, OR",42.617913,-121.9414067,OR,035,18010203,18,1801,5.68,ST,Yes,California,False,True
11504115,"WOOD RIVER NEAR KLAMATH AGENCY, OR",42.58155556,-121.9417028,OR,035,18010203,18,1801,78.8,ST,Yes,California,False,True
11504260,"FOURMILE CANAL NEAR KLAMATH AGENCY, OR",42.5745,-122.051361,OR,035,18010203,18,1801,,ST-CA,Yes,California,False,True
11504270,"CRYSTAL CREEK NEAR ROCKY POINT, OR",42.51269444,-122.0761389,OR,035,18010203,18,1801,,ST,Yes,California,False,True
11504290,"SEVENMILE CNL AT DIKE RD BR, NR KLAMATH AGENCY, OR",42.58166667,-121.9713889,OR,035,18010203,18,1801,,ST-CA,Yes,California,False,True
11505600,FOURMILE C NR ROCKY POINT OREG,42.4540243,-122.1177975,OR,035,18010203,18,1801,105.0,ST,Yes,California,False,True
11505700,VARNEY C NR ROCKY POINT OREG,42.44985779,-122.1150196,OR,035,18010203,18,1801,7.43,ST,Yes,California,False,True
11507200,"A CANAL AT KLAMATH FALLS, OR",42.2387553,-121.8025048,OR,035,18010203,18,1801,,ST-CA,Yes,California,False,True
11507400,"KENO CANAL AT KLAMATH FALLS, OR",42.22097799,-121.7941707,OR,035,18010204,18,1801,,ST-CA,Yes,California,False,True
11507500,"LINK RIVER AT KLAMATH FALLS, OR",42.22347795,-121.7941708,OR,035,18010204,18,1801,3810.0,ST,Yes,California,False,True
11507501,"LINK RIVER BELOW KENO CANAL, NEAR KLAMATH FALLS,OR",42.2193114,-121.7902816,OR,035,18010204,18,1801,,ST,Yes,California,False,True
11508500,"DIVERSION FR KLAMATH R TO LINK R NR OLENE,OREG.",42.1401475,-121.6899993,OR,035,18010204,18,1801,,ST,Yes,California,False,True
11509105,"NORTH CANAL AT HIGHWAY 97, NEAR MIDLAND, OR",42.12138889,-121.8267528,OR,035,18010204,18,1801,,ST-CA,Yes,California,False,True
11509200,"ADY CANAL AT HIGHWAY 97, NEAR WORDEN, OR",42.08088889,-121.8446389,OR,035,18010204,18,1801,,ST-CA,Yes,California,False,True
11509250,"ADY CANAL ABOVE LOWER KLAMATH NWR, NEAR WORDEN, OR",42.00416667,-121.8258333,OR,035,18010204,18,1801,,ST-CA,Yes,California,False,True
11509340,"KLAMATH STRAITS DRAIN NEAR WORDEN, OR",42.08095278,-121.8483222,OR,035,18010204,18,1801,,ST-CA,Yes,California,False,True
11509500,"KLAMATH RIVER AT KENO, OR",42.13319946,-121.9622313,OR,035,18010206,18,1801,3920.0,ST,Yes,California,False,True
11510000,"SPENCER CREEK NEAR KENO,OREG.",42.15815947,-122.02888014,OR,035,180102060104,18,1801,84.9,ST,Yes,California,False,True
11510500,"KLAMATH R AT SPENCER BRIDGE NR KENO,OREG.",42.13319849,-122.034456,OR,035,18010206,18,1801,4050.0,ST,Yes,California,False,True
11510700,"KLAMATH RIVER BLW JOHN C.BOYLE PWRPLNT, NR KENO,OR",42.0845877,-122.0733453,OR,035,18010206,18,1801,4080.0,ST,Yes,California,False,True
11512920,"HOWARD PRAIRIE LK OUTLET NR PINEHURST,OREG.",42.21652597,-122.3775228,OR,029,18010206,18,1801,,ST,Yes,California,False,True
11514500,"KEENE CREEK NEAR ASHLAND, OREG.",42.170692,-122.478914,OR,029,18010206,18,1801,12.1,ST,Yes,California,False,True
13173000,SUCCOR CREEK NR HOMEDALE ID,43.5561111,-117.0908333,OR,045,17050103,17,1705,417.0,ST,Yes,Pacific Northwest,True,True
13173600,SNAKE RIVER NR ADRIAN OR,43.7309932,-117.0718258,OR,045,17050103,17,1705,43000.0,ST,Yes,Pacific Northwest,True,True
13179000,JORDAN CREEK NR JORDAN VALLEY OR,42.9665436,-117.2176446,OR,045,17050108,17,1705,,ST,Yes,Pacific Northwest,True,True
13181000,OWYHEE RIVER NR ROME OR,42.86638889,-117.6491667,OR,045,17050107,17,1705,8000.0,ST,Yes,Pacific Northwest,True,True
13182000,"OWYHEE RIVER ABOVE OWYHEE RESERVOIR, OREG.",43.2259899,-117.4887756,OR,045,17050110,17,1705,10400.0,ST,Yes,Pacific Northwest,True,True
13183000,"OWYHEE RIVER BELOW OWYHEE DAM, OR",43.65444444,-117.2558333,OR,045,17050110,17,1705,11160.0,ST,Yes,Pacific Northwest,True,True
13184000,"OWYHEE RIVER AT OWYHEE, OREG.",43.77766048,-117.0676601,OR,045,17050110,17,1705,11300.0,ST,Yes,Pacific Northwest,True,True
13214000,MALHEUR RIVER NEAR DREWSEY OR,43.7846025,-118.3315873,OR,025,17050116,17,1705,910.0,ST,Yes,Pacific Northwest,True,True
13215000,MALHEUR RIVER BEL WARMSPRINGS RES NR RIVERSIDE OR,43.57444444,-118.2097222,OR,045,17050116,17,1705,1100.0,ST,Yes,Pacific Northwest,True,True
13215480,"SOUTH FORK MALHEUR RIVER NR RIVERSIDE, OR",43.5190833,-118.1750583,OR,045,17050116,17,1705,697.0,ST,Yes,Pacific Northwest,True,True
13216500,NF MALHEUR R AB BEULAH RES NR BEULAH OR,43.9482139,-118.1743637,OR,045,17050116,17,1705,355.0,ST,Yes,Pacific Northwest,True,True
13217500,NORTH FORK MALHEUR RIVER AT BEULAH OR,43.9075,-118.1533333,OR,045,17050116,17,1705,440.0,ST,Yes,Pacific Northwest,True,True
13219000,"MALHEUR RIVER NEAR NAMORF, OREG.",43.7808333,-117.7663889,OR,045,17050117,17,1705,2590.0,ST,Yes,Pacific Northwest,True,True
13220000,"MALHEUR RIVER AT LITTLE VALLEY NEAR HOPE,OREG.",43.8993255,-117.5079635,OR,045,17050117,17,1705,3010.0,ST,Yes,Pacific Northwest,True,True
13220500,"MALHEUR RIVER NEAR HOPE, OREG.",43.9443259,-117.4815749,OR,045,17050117,17,1705,3030.0,ST,Yes,Pacific Northwest,True,True
13226500,"BULLY CREEK AT WARMSPRINGS NEAR VALE,OREG.",44.0193264,-117.460742,OR,045,17050118,17,1705,539.0,ST,Yes,Pacific Northwest,True,True
13227000,"BULLY CREEK NEAR VALE,OREG.",43.95821569,-117.34268,OR,045,17050118,17,1705,570.0,ST,Yes,Pacific Northwest,True,True
13228000,"MALHEUR RIVER AT VALE, OREG.",43.98043885,-117.2398979,OR,045,17050117,17,1705,3880.0,ST,Yes,Pacific Northwest,True,True
13229500,"WILLOW CREEK NEAR MALHEUR, OREG.",44.3832144,-117.7510367,OR,045,17050119,17,1705,250.0,ST,Yes,Pacific Northwest,True,True
13233300,MALHEUR RIVER BELOW NEVADA DAM NEAR VALE OR,43.9875,-117.2188889,OR,045,17050117,17,1705,3880.0,ST,Yes,Pacific Northwest,True,True
13269300,"NORTH FORK BURNT RIVER NEAR WHITNEY, OREG.",44.59987917,-118.2538272,OR,001,17050202,17,1705,110.0,ST,Yes,Pacific Northwest,True,True
13270800,"S FK BURNT R AB BARNEY CR,NR UNITY,OREG.",44.40627246,-118.3016024,OR,001,17050202,17,1705,38.5,ST,Yes,Pacific Northwest,True,True
13273000,BURNT RIVER NEAR HEREFORD OR,44.50377217,-118.177436,OR,001,17050202,17,1705,309.0,ST,Yes,Pacific Northwest,True,True
13274200,"BURNT RIVER NEAR BRIDGEPORT, ORE.",44.5434926,-117.6871528,OR,001,17050202,17,1705,650.0,ST,Yes,Pacific Northwest,True,True
13275000,"BURNT RIVER AT HUNTINGTON, OREG.",44.35821698,-117.2732357,OR,001,17050202,17,1705,1093.0,ST,Yes,Pacific Northwest,True,True
13275300,POWDER RIVER NR SUMPTER OR,44.67210015,-117.995495,OR,001,17050203,17,1705,168.0,ST,Yes,Pacific Northwest,True,True
13275500,"POWDER RIVER NEAR BAKER, OREG.",44.655434,-117.8760493,OR,001,17050203,17,1705,219.0,ST,Yes,Pacific Northwest,True,True
13277000,POWDER RIVER AT BAKER CITY OR,44.7682084,-117.831607,OR,001,17050203,17,1705,351.0,ST,Yes,Pacific Northwest,True,True
13281500,"POWDER RIVER NEAR HAINES,OREG.",44.9415324,-117.9454952,OR,001,17050203,17,1705,572.0,ST,Yes,Pacific Northwest,True,True
13285500,POWDER R BE THIEF VALLEY RES NR NORTH POWDER OR,45.00542186,-117.7816046,OR,001,17050203,17,1705,910.0,ST,Yes,Pacific Northwest,True,True
13286700,POWDER RIVER NR RICHLAND OR,44.77766079,-117.2926855,OR,001,17050203,17,1705,1310.0,ST,Yes,Pacific Northwest,True,True
13288200,"EAGLE CREEK ABOVE SKULL CREEK NEAR NEW BRIDGE, OR",44.8804379,-117.2537918,OR,001,17050203,17,1705,156.0,ST,Yes,Pacific Northwest,True,True
13289500,"POWDER RIVER NEAR ROBINETTE, OREG.",44.7693269,-117.070451,OR,001,17050203,17,1705,1660.0,ST,Yes,Pacific Northwest,True,True
13290000,"SNAKE RIVER ABOVE DAM AT OXBOW, OR",44.96055556,-116.8533333,OR,001,17050201,17,1705,72800.0,ST,Yes,Pacific Northwest,True,True
13290190,PINE CREEK NR OXBOW OR,44.9525,-116.8741667,OR,001,17050201,17,1705,299.0,ST,Yes,Pacific Northwest,True,True
13290450,SNAKE RIVER AT HELLS CANYON DAM ID-OR STATE LINE,45.2544444,-116.6969444,OR,063,17060101,17,1706,73300.0,ST,Yes,Pacific Northwest,True,True
13291000,"IMNAHA RIVER ABOVE GUNBOOT CREEK, OR",45.1815464,-116.8720975,OR,063,17060102,17,1706,99.6,ST,Yes,Pacific Northwest,True,True
13292000,"IMNAHA RIVER AT IMNAHA, OR",45.5623784,-116.8343178,OR,063,17060102,17,1706,622.0,ST,Yes,Pacific Northwest,True,True
13318050,"MEADOW CREEK BELOW SMITH CREEK NEAR STARKEY,OREG",45.2912411,-118.6044106,OR,061,17060104,17,1706,33.2,ST,Yes,Pacific Northwest,True,True
13318060,"MEADOW CREEK ABOVE BEAR CREEK NEAR STARKEY,OREG.",45.2676288,-118.5246829,OR,061,17060104,17,1706,48.2,ST,Yes,Pacific Northwest,True,True
13318500,"GRANDE RONDE RIVER NEAR HILGARD, OREG.",45.3165178,-118.2677255,OR,061,17060104,17,1706,505.0,ST,Yes,Pacific Northwest,True,True
13318800,"GRANDE RONDE RIVER AT HILGARD,OREG.",45.3390182,-118.2441137,OR,061,17060104,17,1706,555.0,ST,Yes,Pacific Northwest,True,True
13319000,"GRANDE RONDE R AT LA GRANDE, OREG.",45.34624317,-118.1249426,OR,061,17060104,17,1706,678.0,ST,Yes,Pacific Northwest,True,True
13320000,"CATHERINE CREEK NEAR UNION, OR",45.15541695,-117.774934,OR,061,17060104,17,1706,105.0,ST,Yes,Pacific Northwest,True,True
13323500,"GRANDE RONDE RIVER NEAR ELGIN, OREG.",45.51236085,-117.9274345,OR,061,17060104,17,1706,1250.0,ST,Yes,Pacific Northwest,True,True
13323600,"INDIAN CREEK NEAR IMBLER,OREG.",45.43319525,-117.8232633,OR,061,17060104,17,1706,22.0,ST,Yes,Pacific Northwest,True,True
13324300,"LOOKINGGLASS CREEK NEAR LOOKING GLASS, OR",45.73180826,-117.8649308,OR,061,17060104,17,1706,78.3,ST,Yes,Pacific Northwest,True,True
13324500,"WALLOWA FALLS PP TAILRACE NR JOSEPH,OREG.",45.26654188,-117.217669,OR,063,17060105,17,1706,,ST,Yes,Pacific Northwest,True,True
13325000,"EAST FORK WALLOWA RIVER NEAR JOSEPH, OR",45.27110278,-117.211325,OR,063,17060105,17,1706,10.3,ST,Yes,Pacific Northwest,True,True
13325001,"EAST FK WALLOWA R & W FLS PP TR NR JOSEPH,OREG.",45.27209756,-117.2107242,OR,063,17060105,17,1706,10.3,ST,Yes,Pacific Northwest,True,True
13325500,"WALLOWA RIVER ABOVE WALLOWA LAKE, NEAR JOSEPH, OR",45.2750361,-117.211375,OR,063,17060105,17,1706,43.0,ST,Yes,Pacific Northwest,True,True
13327000,"SILVER LAKE DITCH AT JOSEPH,OREG.",45.333208,-117.2204458,OR,063,17060105,17,1706,,ST-DCH,Yes,Pacific Northwest,True,True
13327500,"WALLOWA RIVER AT JOSEPH,OREG.",45.3373745,-117.2273906,OR,063,17060105,17,1706,50.9,ST,Yes,Pacific Northwest,True,True
13329500,"HURRICANE CREEK NEAR JOSEPH, OREG.",45.33737295,-117.2926744,OR,063,17060105,17,1706,29.6,ST,Yes,Pacific Northwest,True,True
13329765,"WALLOWA RIVER NEAR ENTERPRISE, OR",45.475,-117.3875,OR,063,17060105,17,1706,261.0,ST,Yes,Pacific Northwest,True,True
13329770,"WALLOWA R ABV CROSS CNTRY CANAL, NR ENTERPRISE, OR",45.4882031,-117.40379,OR,063,17060105,17,1706,272.0,ST,Yes,Pacific Northwest,True,True
13330000,"LOSTINE RIVER NEAR LOSTINE, OR",45.43875828,-117.4274062,OR,063,17060105,17,1706,70.9,ST,Yes,Pacific Northwest,True,True
13330050,"LOSTINE RIVER AT CAUDLE LANE AT LOSTINE, OR",45.4893135,-117.4365705,OR,063,17060105,17,1706,,ST,Yes,Pacific Northwest,True,True
13330300,"LOSTINE RIVER AT BAKER ROAD, NEAR LOSTINE, OR",45.53777778,-117.48,OR,063,17060105,17,1706,91.7,ST,Yes,Pacific Northwest,True,True
13330500,"BEAR CREEK NEAR WALLOWA, OR",45.52681145,-117.552411,OR,063,17060105,17,1706,68.0,ST,Yes,Pacific Northwest,True,True
13330700,"BEAR CREEK AT WALLOWA, OR",45.58042218,-117.5401867,OR,063,17060105,17,1706,72.8,ST,Yes,Pacific Northwest,True,True
13331450,"WALLOWA RIVER BELOW WATER CANYON, NR WALLOWA, OR",45.60888889,-117.616111,OR,063,17060105,17,1706,628.0,ST,Yes,Pacific Northwest,True,True
13331500,"MINAM RIVER AT MINAM, OR",45.6198669,-117.7265892,OR,063,17060105,17,1706,240.0,ST,Yes,Pacific Northwest,True,True
13332500,"GRANDE RONDE R AT RONDOWA, OREG.",45.72653386,-117.7840927,OR,063,17060106,17,1706,2555.0,ST,Yes,Pacific Northwest,True,True
13333000,"GRANDE RONDE RIVER AT TROY, OR",45.9457019,-117.4510089,OR,063,17060106,17,1706,3275.0,ST,Yes,Pacific Northwest,True,True
14010000,"SOUTH FORK WALLA WALLA RIVER NEAR MILTON,OREG.",45.8298571,-118.1699502,OR,059,17070102,17,1707,63.0,ST,Yes,Pacific Northwest,True,True
14010500,"SF WALLA WALLA RIVER BELOW PPL, NEAR MILTON, OR",45.88416667,-118.281111,OR,059,17070102,17,1707,80.0,ST,Yes,Pacific Northwest,True,True
14010800,"NORTH FRK WALLA WALLA RIVER NR MILTON FREEWATER,OR",45.8845797,-118.2027309,OR,059,17070102,17,1707,34.4,ST,Yes,Pacific Northwest,True,True
14011000,"NO FK WALLA WALLA RIVER NR MILTON, OREG.",45.90052778,-118.2973056,OR,059,17070102,17,1707,44.3,ST,Yes,Pacific Northwest,True,True
14012000,"WALLA WALLA RIVER AT MILTON-FREEWATER, OR",45.9216111,-118.3745278,OR,059,17070102,17,1707,160.0,ST,Yes,Pacific Northwest,True,True
14019200,"COLUMBIA RIVER AT MCNARY DAM,NEAR UMATILLA, OR",45.93268257,-119.2965915,OR,059,17070101,17,1707,214000.0,ST,Yes,Pacific Northwest,True,True
14019250,"COLUMBIA RIVER AT UMATILLA,OREG.",45.93235486,-119.3291842,OR,059,17070101,17,1707,2140.0,ST,Yes,Pacific Northwest,True,True
14020000,"UMATILLA RIVER ABOVE MEACHAM CREEK, NR GIBBON, OR",45.71957668,-118.3232913,OR,059,17070103,17,1707,131.0,ST,Yes,Pacific Northwest,True,True
14020300,"MEACHAM CREEK AT GIBBON, OR",45.689125,-118.3544472,OR,059,17070103,17,1707,176.0,ST,Yes,Pacific Northwest,True,True
14020520,"ISQU'ULKTPE CREEK NEAR GIBBON, OR",45.67263145,-118.401073,OR,059,17070103,17,1707,32.6,ST,Yes,Pacific Northwest,True,True
14020700,"UMATILLA RIVER NEAR CAYUSE,OREG.",45.68235328,-118.5219137,OR,059,17070103,17,1707,384.0,ST,Yes,Pacific Northwest,True,True
14020740,"MOONSHINE CREEK NEAR MISSION, OR",45.6603898,-118.56551,OR,059,17070103,17,1707,4.62,ST,Yes,Pacific Northwest,True,True
