state_code,nws_id,usgs_id,goes_id,nws_hsa,latitude_dms,longitude_dms,latitude_decimal,longitude_decimal,station_name,raw_line
WA,CHKW1,12433200,DDF083B0,OTX,47 51 48,117 51 26,47.86333333333334,-117.85722222222222,CHAMOKANE CREEK BELOW FALLS NEAR LONG LAKE WA,CHKW1|12433200       |DDF083B0|OTX|47 51 48   |117 51 26   |CHAMOKANE CREEK BELOW FALLS NEAR LONG LAKE WA
WA,CIBW1,12399510,3483436A,OTX,48 58 17,117 38 24,48.97138888888889,-117.64,COLUMBIA RIVER AUX GAGE AT INTERNATIONAL BOUNDARY,CIBW1|12399510       |3483436A|OTX|48 58 17   |117 38 24   |COLUMBIA RIVER AUX GAGE AT INTERNATIONAL BOUNDARY
WA,COBW1,12438000,168996CE,OTX,48 00 24,119 39 51,48.00666666666667,-119.66416666666667,COLUMBIA RIVER AT BRIDGEPORT WA,COBW1|12438000       |168996CE|OTX|48 00 24   |119 39 51   |COLUMBIA RIVER AT BRIDGEPORT WA
WA,CRBW1,12465000,DE05370C,OTX,47 21 38,118 50 56,47.36055555555556,-118.84888888888888,CRAB CREEK AT IRBY WA,CRBW1|12465000       |DE05370C|OTX|47 21 38   |118 50 56   |CRAB CREEK AT IRBY WA
WA,ENRW1,12452990,DE6607AA,OTX,47 39 48,120 14 58,47.663333333333334,-120.24944444444445,ENTIAT RIVER NEAR ENTIAT WA,ENRW1|12452990       |DE6607AA|OTX|47 39 48   |120 14 58   |ENTIAT RIVER NEAR ENTIAT WA
WA,FRYW1,12401500,DD8C0194,OTX,48 58 53,118 45 55,48.981388888888894,-118.76527777777778,KETTLE RIVER NEAR FERRY WA,FRYW1|12401500       |DD8C0194|OTX|48 58 53   |118 45 55   |KETTLE RIVER NEAR FERRY WA
WA,HAGW1,12424000,DD70116A,OTX,47 39 10,117 26 55,47.65277777777778,-117.44861111111112,HANGMAN CREEK AT SPOKANE WA,HAGW1|12424000       |DD70116A|OTX|47 39 10   |117 26 55   |HANGMAN CREEK AT SPOKANE WA
WA,HCTW1,12422990,DDDBC2FC,OTX,47 12 10,117 02 23,47.20277777777778,-117.03972222222222,HANGMAN CREEK AT STATE LINE ROAD NEAR TEKOA WA,HCTW1|12422990       |DDDBC2FC|OTX|47 12 10   |117 02 23   |HANGMAN CREEK AT STATE LINE ROAD NEAR TEKOA WA
WA,HOPW1,13351000,DE00F5D2,OTX,46 45 31,118 08 52,46.75861111111111,-118.14777777777779,PALOUSE RIVER AT HOOPER WA,HOPW1|13351000       |DE00F5D2|OTX|46 45 31   |118 08 52   |PALOUSE RIVER AT HOOPER WA
WA,HZDW1,481834120373800,169583BA,OTX,48 18 34.7,120 37 38.21,48.309638888888884,-120.62728055555554,PRECIP SITE ABV HAZARD CREEK NEAR STEHEKIN WA,HZDW1|481834120373800|169583BA|OTX|48 18 34.7 |120 37 38.21|PRECIP SITE ABV HAZARD CREEK NEAR STEHEKIN WA
WA,IBCW1,12399500,DDC5E7E6,OTX,49 00 03,117 37 42,49.00083333333333,-117.62833333333333,COLUMBIA RIVER AT INTERNATIONAL BOUNDARY,IBCW1|12399500       |DDC5E7E6|OTX|49 00 03   |117 37 42   |COLUMBIA RIVER AT INTERNATIONAL BOUNDARY
WA,ICIW1,12458000,173AF44C,OTX,47 32 28,120 43 08,47.54111111111111,-120.71888888888888,ICICLE CREEK ABOVE SNOW CREEK NEAR LEAVENWORTH WA,ICIW1|12458000       |173AF44C|OTX|47 32 28   |120 43 08   |ICICLE CREEK ABOVE SNOW CREEK NEAR LEAVENWORTH WA
WA,JRVW1,12445500,169CE000,OTX,48 29 50,119 31 30,48.49722222222222,-119.525,JOHNSON CREEK NEAR RIVERSIDE WA,JRVW1|12445500       |169CE000|OTX|48 29 50   |119 31 30   |JOHNSON CREEK NEAR RIVERSIDE WA
WA,KLLW1,12434590,D112C58E,OTX,48 05 04,118 41 25,48.08444444444444,-118.69027777777778,SANPOIL RIVER ABOVE JACK CREEK AT KELLER WA,KLLW1|12434590       |D112C58E|OTX|48 05 04   |118 41 25   |SANPOIL RIVER ABOVE JACK CREEK AT KELLER WA
WA,KTFW1,12409000,17977768,OTX,48 35 40,118 03 41,48.59444444444445,-118.06138888888889,COLVILLE RIVER AT KETTLE FALLS WA,KTFW1|12409000       |17977768|OTX|48 35 40   |118 03 41   |COLVILLE RIVER AT KETTLE FALLS WA
WA,LAUW1,12404500,DD8C12E2,OTX,48 59 04,118 12 55,48.98444444444444,-118.21527777777779,KETTLE RIVER NEAR LAURIER WA,LAUW1|12404500       |DD8C12E2|OTX|48 59 04   |118 12 55   |KETTLE RIVER NEAR LAURIER WA
WA,LLPW1,12447285,16363FBE,OTX,48 17 00,119 42 26,48.28333333333333,-119.70722222222223,LOUP LOUP CREEK AT MALOTT WA,LLPW1|12447285       |16363FBE|OTX|48 17 00   |119 42 26   |LOUP LOUP CREEK AT MALOTT WA
WA,LSDW1,12431000,DD3830FC,OTX,47 47 05,117 24 12,47.78472222222222,-117.40333333333334,LITTLE SPOKANE RIVER AT DARTFORD WA,LSDW1|12431000       |DD3830FC|OTX|47 47 05   |117 24 12   |LITTLE SPOKANE RIVER AT DARTFORD WA
WA,LSRW1,12431500,16DED3B2,OTX,47 46 52,117 29 43,47.78111111111111,-117.49527777777777,LITTLE SPOKANE RIVER NEAR DARTFORD WA,LSRW1|12431500       |16DED3B2|OTX|47 46 52   |117 29 43   |LITTLE SPOKANE RIVER NEAR DARTFORD WA
WA,LWNW1,475014120475400,1639392C,OTX,47 50 14,120 47 54,47.83722222222222,-120.79833333333333,LAKE WENATCHEE P. NR LEAVENWORTH WA,LWNW1|475014120475400|1639392C|OTX|47 50 14   |120 47 54   |LAKE WENATCHEE P. NR LEAVENWORTH WA
WA,MCRW1,471938120245200,DE6543AE,OTX,47 19 38,120 24 52,47.327222222222225,-120.41444444444446,PV1 PRECIP SITE ABV MISSION CR NR WENATCHEE WA,MCRW1|471938120245200|DE6543AE|OTX|47 19 38   |120 24 52   |PV1 PRECIP SITE ABV MISSION CR NR WENATCHEE WA
WA,MLAW1,12471000,DD5675AC,OTX,47 06 11,119 19 02,47.10305555555556,-119.31722222222221,MOSES LAKE AT MOSES LAKE WA,MLAW1|12471000       |DD5675AC|OTX|47 06 11   |119 19 02   |MOSES LAKE AT MOSES LAKE WA
WA,MONW1,12462500,DE0114DA,OTX,47 29 58,120 25 24,47.49944444444444,-120.42333333333333,WENATCHEE RIVER AT MONITOR WA,MONW1|12462500       |DE0114DA|OTX|47 29 58   |120 25 24   |WENATCHEE RIVER AT MONITOR WA
WA,MOTW1,12449500,16DEB654,OTX,48 21 55,120 06 54,48.36527777777778,-120.115,METHOW RIVER AT TWISP WA,MOTW1|12449500       |16DEB654|OTX|48 21 55   |120 06 54   |METHOW RIVER AT TWISP WA
WA,MRAW1,12452890,1739F342,OTX,47 44 13,120 22 03,47.73694444444445,-120.36749999999999,MAD RIVER AT ARDENVOIR WA,MRAW1|12452890       |1739F342|OTX|47 44 13   |120 22 03   |MAD RIVER AT ARDENVOIR WA
WA,MSLW1,12467000,1636AADC,OTX,47 11 22,119 15 53,47.18944444444444,-119.26472222222222,CRAB CREEK NEAR MOSES LAKE WA,MSLW1|12467000       |1636AADC|OTX|47 11 22   |119 15 53   |CRAB CREEK NEAR MOSES LAKE WA
WA,MZMW1,12447383,DE050296,OTX,48 34 27.3,120 23 09.1,48.574250000000006,-120.38586111111111,METHOW RIVER ABOVE GOAT CREEK NEAR MAZAMA WA,MZMW1|12447383       |DE050296|OTX|48 34 27.3 |120 23 09.1 |METHOW RIVER ABOVE GOAT CREEK NEAR MAZAMA WA
WA,NCAW1,472423120261300,DE656542,OTX,47 24 23,120 26 13,47.406388888888884,-120.43694444444445,CN3 PRECIP SITE NUMBER ONE CANYON NR WENATCHEE WA,NCAW1|472423120261300|DE656542|OTX|47 24 23   |120 26 13   |CN3 PRECIP SITE NUMBER ONE CANYON NR WENATCHEE WA
WA,NITW1,12442500,DE04E39E,OTX,48 59 05,119 37 02,48.984722222222224,-119.61722222222221,SIMILKAMEEN RIVER NEAR NIGHTHAWK WA,NITW1|12442500       |DE04E39E|OTX|48 59 05   |119 37 02   |SIMILKAMEEN RIVER NEAR NIGHTHAWK WA
WA,NOCW1,472615120255800,DE6586B0,OTX,47 26 15,120 25 58,47.4375,-120.43277777777779,CN1 PRECIP SITE NUMBER ONE CANYON NR WENATCHEE WA,NOCW1|472615120255800|DE6586B0|OTX|47 26 15   |120 25 58   |CN1 PRECIP SITE NUMBER ONE CANYON NR WENATCHEE WA
WA,NOOW1,463958120275701,DE657634,OTX,46 39 58.28,120 27 57.24,46.66618888888889,-120.4659,14N/19E-28N02,NOOW1|463958120275701|DE657634|OTX|46 39 58.28|120 27 57.24|14N/19E-28N02
WA,OKAW1,12439500,DD763748,OTX,48 55 51,119 25 09,48.93083333333333,-119.41916666666667,OKANOGAN RIVER AT OROVILLE WA,OKAW1|12439500       |DD763748|OTX|48 55 51   |119 25 09   |OKANOGAN RIVER AT OROVILLE WA
WA,OKCW1,12445900,169CF376,OTX,48 22 02,119 26 38,48.367222222222225,-119.44388888888889,OMAK CREEK NEAR OMAK WA,OKCW1|12445900       |169CF376|OTX|48 22 02   |119 26 38   |OMAK CREEK NEAR OMAK WA
WA,OKGW1,12439000,15E295B2,OTX,48 57 24,119 26 18,48.95666666666667,-119.43833333333333,OSOYOOS LAKE NEAR OROVILLE WA,OKGW1|12439000       |15E295B2|OTX|48 57 24   |119 26 18   |OSOYOOS LAKE NEAR OROVILLE WA
WA,OKMW1,12447200,DDD8139A,OTX,48 16 53,119 42 12,48.28138888888889,-119.70333333333333,OKANOGAN RIVER AT MALOTT WA,OKMW1|12447200       |DDD8139A|OTX|48 16 53   |119 42 12   |OKANOGAN RIVER AT MALOTT WA
WA,ONMW1,12438905,DDD82600,OTX,48 58 13.33,119 25 06.67,48.970369444444444,-119.41851944444446,NINEMILE CREEK AT EASTLAKE RD NEAR OROVILLE WA,ONMW1|12438905       |DDD82600|OTX|48 58 13.33|119 25 06.67|NINEMILE CREEK AT EASTLAKE RD NEAR OROVILLE WA
WA,PATW1,12449950,DD0AB56C,OTX,48 04 39,119 59 02,48.0775,-119.98388888888888,METHOW RIVER NEAR PATEROS WA,PATW1|12449950       |DD0AB56C|OTX|48 04 39   |119 59 02   |METHOW RIVER NEAR PATEROS WA
WA,PEAW1,472215120264100,DE6550D8,OTX,47 22 15,120 26 41,47.37083333333334,-120.44472222222223,PV3 PRECIP SITE PEAVINE CANYON NEAR WENATCHEE WA,PEAW1|472215120264100|DE6550D8|OTX|47 22 15   |120 26 41   |PV3 PRECIP SITE PEAVINE CANYON NEAR WENATCHEE WA
WA,PESW1,12459000,16392488,OTX,47 35 00,120 37 06,47.583333333333336,-120.61833333333333,WENATCHEE RIVER AT PESHASTIN WA,PESW1|12459000       |16392488|OTX|47 35 00   |120 37 06   |WENATCHEE RIVER AT PESHASTIN WA
WA,POCW1,12395950,16DEF55E,OTX,48 20 10,117 17 31,48.336111111111116,-117.29194444444444,PEND OREILLE RIVER AT CUSICK WA,POCW1|12395950       |16DEF55E|OTX|48 20 10   |117 17 31   |PEND OREILLE RIVER AT CUSICK WA
WA,POIW1,12396455,DE012140,OTX,48 44 28,117 24 44,48.74111111111111,-117.41222222222223,PEND OREILLE RIVER AT IONE WA,POIW1|12396455       |DE012140|OTX|48 44 28   |117 24 44   |PEND OREILLE RIVER AT IONE WA
WA,PRPW1,481903120355600,16DCA0D6,OTX,48 19 03.18,120 35 56.4,48.317550000000004,-120.59899999999999,PRECIP SITE AT PURPLE PASS NEAR STEHEKIN WA,PRPW1|481903120355600|16DCA0D6|OTX|48 19 03.18|120 35 56.4 |PRECIP SITE AT PURPLE PASS NEAR STEHEKIN WA
WA,PULW1,13348000,DE3A417E,OTX,46 43 57,117 10 48,46.7325,-117.18,SOUTH FORK PALOUSE RIVER AT PULLMAN WA,PULW1|13348000       |DE3A417E|OTX|46 43 57   |117 10 48   |SOUTH FORK PALOUSE RIVER AT PULLMAN WA
WA,SADW1,12446995,16361780,OTX,48 24 19,119 37 14,48.405277777777776,-119.62055555555555,SALMON CREEK ABOVE DIVERSION NEAR OKANOGAN WA,SADW1|12446995       |16361780|OTX|48 24 19   |119 37 14   |SALMON CREEK ABOVE DIVERSION NEAR OKANOGAN WA
WA,SALW1,12446150,16924490,OTX,48 35 47,119 46 22,48.59638888888889,-119.77277777777778,NORTH FORK SALMON CREEK NEAR CONCONULLY WA,SALW1|12446150       |16924490|OTX|48 35 47   |119 46 22   |NORTH FORK SALMON CREEK NEAR CONCONULLY WA
WA,SCCW1,12446400,1692627C,OTX,48 32 28,119 45 47,48.54111111111111,-119.76305555555555,WEST FORK SALMON CREEK NEAR CONCONULLY WA,SCCW1|12446400       |1692627C|OTX|48 32 28   |119 45 47   |WEST FORK SALMON CREEK NEAR CONCONULLY WA
WA,SGRW1,12422000,15D610EC,OTX,47 40 45,117 21 49,47.67916666666667,-117.36361111111111,SPOKANE RIVER BELOW N GREENE ST AT SPOKANE WA,SGRW1|12422000       |15D610EC|OTX|47 40 45   |117 21 49   |SPOKANE RIVER BELOW N GREENE ST AT SPOKANE WA
WA,SPOW1,12422500,DDEB3408,OTX,47 39 34,117 26 53,47.659444444444446,-117.44805555555556,SPOKANE RIVER AT SPOKANE WA,SPOW1|12422500       |DDEB3408|OTX|47 39 34   |117 26 53   |SPOKANE RIVER AT SPOKANE WA
WA,SRDW1,475647120145000,DE5FB408,OTX,47 56 47,120 14 50,47.94638888888888,-120.24722222222222,FC1 PRECIP SITE SLIDE RIDGE NEAR MANSON WA,SRDW1|475647120145000|DE5FB408|OTX|47 56 47   |120 14 50   |FC1 PRECIP SITE SLIDE RIDGE NEAR MANSON WA
WA,STHW1,12451000,DDDEC53C,OTX,48 19 47,120 41 26,48.32972222222222,-120.69055555555556,STEHEKIN RIVER AT STEHEKIN WA,STHW1|12451000       |DDDEC53C|OTX|48 19 47   |120 41 26   |STEHEKIN RIVER AT STEHEKIN WA
WA,STKW1,12451200,171212F6,OTX,48 18 22,120 39 11,48.30611111111111,-120.65305555555557,LAKE CHELAN AT PURPLE POINT AT STEHEKIN WA,STKW1|12451200       |171212F6|OTX|48 18 22   |120 39 11   |LAKE CHELAN AT PURPLE POINT AT STEHEKIN WA
WA,TEKW1,471340117045400,D112A068,OTX,47 13 40,117 04 54,47.22777777777778,-117.08166666666666,TEKOA P. NR TEKOA WA,TEKW1|471340117045400|D112A068|OTX|47 13 40   |117 04 54   |TEKOA P. NR TEKOA WA
WA,TONW1,12445000,DD5B864E,OTX,48 37 57,119 27 38,48.6325,-119.46055555555556,OKANOGAN RIVER NEAR TONASKET WA,TONW1|12445000       |DD5B864E|OTX|48 37 57   |119 27 38   |OKANOGAN RIVER NEAR TONASKET WA
WA,TWIW1,12448998,DE05247A,OTX,48 22 12,120 08 51,48.37,-120.14750000000001,TWISP RIVER NEAR TWISP WA,TWIW1|12448998       |DE05247A|OTX|48 22 12   |120 08 51   |TWISP RIVER NEAR TWISP WA
WA,WINW1,12448000,DE0511E0,OTX,48 28 38,120 11 07,48.477222222222224,-120.18527777777778,CHEWUCH RIVER AT WINTHROP WA,WINW1|12448000       |DE0511E0|OTX|48 28 38   |120 11 07   |CHEWUCH RIVER AT WINTHROP WA
WA,WPLW1,12457000,DE00A5AE,OTX,47 45 47,120 39 54,47.76305555555555,-120.665,WENATCHEE RIVER AT PLAIN WA,WPLW1|12457000       |DE00A5AE|OTX|47 45 47   |120 39 54   |WENATCHEE RIVER AT PLAIN WA
WA,WSBW1,12450650,168AA45A,OTX,47 56 52,119 51 45,47.94777777777777,-119.8625,WELLS POWERPLANT HEADWATER NEAR PATEROS WA,WSBW1|12450650       |168AA45A|OTX|47 56 52   |119 51 45   |WELLS POWERPLANT HEADWATER NEAR PATEROS WA
WA,WTHW1,12448500,DD5B9538,OTX,48 28 25,120 10 34,48.47361111111111,-120.17611111111111,METHOW RIVER AT WINTHROP WA,WTHW1|12448500       |DD5B9538|OTX|48 28 25   |120 10 34   |METHOW RIVER AT WINTHROP WA
WA,AHUW1,12502500,345B62DA,PDT,46 32 10,120 28 20,46.53611111111111,-120.47222222222223,AHTANUM CREEK AT UNION GAP WA,AHUW1|12502500       |345B62DA|PDT|46 32 10   |120 28 20   |AHTANUM CREEK AT UNION GAP WA
WA,AMRW1,12488500,DDDE26CE,PDT,46 58 40,121 10 03,46.97777777777778,-121.1675,AMERICAN RIVER NEAR NILE WA,AMRW1|12488500       |DDDE26CE|PDT|46 58 40   |121 10 03   |AMERICAN RIVER NEAR NILE WA
WA,CMWW1,14016940,DDF49B2E,PDT,46 13 20.87,118 07 44.42,46.22246388888889,-118.12900555555555,COPPEI CREEK AT MCCOWN ROAD NEAR WAITSBURG WA,CMWW1|14016940       |DDF49B2E|PDT|46 13 20.87|118 07 44.42|COPPEI CREEK AT MCCOWN ROAD NEAR WAITSBURG WA
WA,CTCW1,12514400,D110C07A,PDT,46 13 27,119 06 55,46.22416666666667,-119.11527777777778,COLUMBIA RIVER BELOW HWY 395 BRIDGE AT PASCO WA,CTCW1|12514400       |D110C07A|PDT|46 13 27   |119 06 55   |COLUMBIA RIVER BELOW HWY 395 BRIDGE AT PASCO WA
WA,FMBW1,14013700,DDF1075E,PDT,46 05 09,118 13 38,46.08583333333333,-118.22722222222222,MILL CREEK AT FIVE MILE RD BR NR WALLA WALLA WA,FMBW1|14013700       |DDF1075E|PDT|46 05 09   |118 13 38   |MILL CREEK AT FIVE MILE RD BR NR WALLA WALLA WA
WA,KCKW1,14111400,DE3A5208,PDT,45 57 45,121 06 04,45.962500000000006,-121.10111111111111,KLICKITAT RIVER BL SUMMIT CREEK NEAR GLENWOOD WA,KCKW1|14111400       |DE3A5208|PDT|45 57 45   |121 06 04   |KLICKITAT RIVER BL SUMMIT CREEK NEAR GLENWOOD WA
WA,KIOW1,12510500,162A41FE,PDT,46 15 13,119 28 37,46.25361111111111,-119.47694444444444,YAKIMA RIVER AT KIONA WA,KIOW1|12510500       |162A41FE|PDT|46 15 13   |119 28 37   |YAKIMA RIVER AT KIONA WA
WA,KLCW1,14107000,DD5DB31A,PDT,46 15 54,121 14 38,46.265,-121.24388888888889,KLICKITAT RIVER ABOVE WEST FORK NEAR GLENWOOD WA,KLCW1|14107000       |DD5DB31A|PDT|46 15 54   |121 14 38   |KLICKITAT RIVER ABOVE WEST FORK NEAR GLENWOOD WA
WA,MLKW1,14013000,DDEB8786,PDT,46 00 29,118 07 03,46.00805555555556,-118.11749999999999,MILL CREEK NEAR WALLA WALLA WA,MLKW1|14013000       |DDEB8786|PDT|46 00 29   |118 07 03   |MILL CREEK NEAR WALLA WALLA WA
WA,MLLW1,14015000,DE5545DE,PDT,46 04 35,118 16 21,46.07638888888889,-118.2725,MILL CREEK AT WALLA WALLA WA,MLLW1|14015000       |DE5545DE|PDT|46 04 35   |118 16 21   |MILL CREEK AT WALLA WALLA WA
WA,MTAW1,455959121323700,DDDEB3AC,PDT,45 59 59,121 32 37,45.999722222222225,-121.5436111111111,MT. ADAMS P. NR TROUT LAKE WA,MTAW1|455959121323700|DDDEB3AC|PDT|45 59 59   |121 32 37   |MT. ADAMS P. NR TROUT LAKE WA
WA,PITW1,14113000,178924E2,PDT,45 45 24,121 12 32,45.75666666666667,-121.2088888888889,KLICKITAT RIVER NEAR PITT WA,PITW1|14113000       |178924E2|PDT|45 45 24   |121 12 32   |KLICKITAT RIVER NEAR PITT WA
WA,PRDW1,12472800,DD0E03D8,PDT,46 37 44,119 51 49,46.62888888888889,-119.86361111111111,COLUMBIA RIVER BELOW PRIEST RAPIDS DAM WA,PRDW1|12472800       |DD0E03D8|PDT|46 37 44   |119 51 49   |COLUMBIA RIVER BELOW PRIEST RAPIDS DAM WA
WA,SSPW1,455657120395300,1719B1A6,PDT,45 56 57,120 39 53,45.94916666666666,-120.66472222222222,SATUS PASS P. NR GOLDENDALE WA,SSPW1|455657120395300|1719B1A6|PDT|45 56 57   |120 39 53   |SATUS PASS P. NR GOLDENDALE WA
WA,TCHW1,14018500,DDD5859E,PDT,46 01 40,118 43 43,46.02777777777778,-118.7286111111111,WALLA WALLA RIVER NEAR TOUCHET WA,TCHW1|14018500       |DDD5859E|PDT|46 01 40   |118 43 43   |WALLA WALLA RIVER NEAR TOUCHET WA
WA,TGAW1,14016820,DDF48858,PDT,46 16 37.35,118 06 41.66,46.27704166666667,-118.11157222222222,TOUCHET RIVER AT GALLAHER RD NEAR WAITSBURG WA,TGAW1|14016820       |DDF48858|PDT|46 16 37.35|118 06 41.66|TOUCHET RIVER AT GALLAHER RD NEAR WAITSBURG WA
WA,TOPW1,12506000,171193EC,PDT,46 18 40,120 47 13,46.31111111111111,-120.78694444444444,TOPPENISH CREEK NEAR FORT SIMCOE WA,TOPW1|12506000       |171193EC|PDT|46 18 40   |120 47 13   |TOPPENISH CREEK NEAR FORT SIMCOE WA
WA,TUCW1,13344500,172F310C,PDT,46 30 20,118 03 55,46.50555555555555,-118.06527777777778,TUCANNON RIVER NEAR STARBUCK WA,TUCW1|13344500       |172F310C|PDT|46 30 20   |118 03 55   |TUCANNON RIVER NEAR STARBUCK WA
WA,UMTW1,12484500,DD00322A,PDT,46 51 46,120 28 44,46.86277777777778,-120.47888888888889,YAKIMA RIVER AT UMTANUM WA,UMTW1|12484500       |DD00322A|PDT|46 51 46   |120 28 44   |YAKIMA RIVER AT UMTANUM WA
WA,YUNW1,12500450,DDD596E8,PDT,46 32 04,120 27 58,46.53444444444444,-120.46611111111112,YAKIMA RIVER ABOVE AHTANUM CREEK AT UNION GAP WA,YUNW1|12500450       |DDD596E8|PDT|46 32 04   |120 27 58   |YAKIMA RIVER ABOVE AHTANUM CREEK AT UNION GAP WA
WA,CASW1,14243000,171A73B6,PQR,46 16 30,122 54 48,46.275,-122.91333333333334,COWLITZ RIVER AT CASTLE ROCK WA,CASW1|14243000       |171A73B6|PQR|46 16 30   |122 54 48   |COWLITZ RIVER AT CASTLE ROCK WA
WA,CCAW1,14219000,DDD52566,PQR,45 56 24,122 18 57,45.94,-122.31583333333333,CANYON CREEK NEAR AMBOY WA,CCAW1|14219000       |DDD52566|PQR|45 56 24   |122 18 57   |CANYON CREEK NEAR AMBOY WA
WA,CCIW1,453845121564001,CE7AA806,PQR,45 38 45,121 56 40,45.645833333333336,-121.94444444444444,COLUMBIA RIVER AT CASCADE ISLAND WA,CCIW1|453845121564001|CE7AA806|PQR|45 38 45   |121 56 40   |COLUMBIA RIVER AT CASCADE ISLAND WA
